EmployeeID,JobInvolvement,PerformanceRating,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,SeniorityRatio,PromotionGap,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
14,-1.0261667362455191,-0.42623001504290287,1.103361511540898,-1.0109093429124179,-1.8684257522543597,0.0,-0.9614863916702531,-0.15743208206108084,-0.67846359583741,-1.1505541015749308,0.0,1.4159910129545328,-0.16431548950994934,0.9316033855643252,0.48850772848886465,2.114727885669848,1.3672489585237668,-1.5831199246433072,-0.663898703301707,-1.0853364387843123,1.229336673445139,0.9766485492708736,2.114727885669848,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
15,0.37967212888114743,-0.42623001504290287,-0.9771736638126857,-1.0109093429124179,0.08504925188071055,0.0,-0.9614863916702531,-0.8309894080558813,-0.67846359583741,-0.3305890744344257,0.0,-0.9320143892374165,-0.8075174322925486,-0.6201892226844656,-0.32789331844000197,-0.6791456840737199,-0.0345197463373974,1.1698607014122862,1.1563022799500973,-1.0853364387843123,-1.215190613907004,0.9766485492708736,-0.6791456840737199,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
16,0.37967212888114743,-0.42623001504290287,0.008342998196906572,-1.0109093429124179,0.08504925188071055,0.0,-0.05778754527941421,-0.24582320118216505,0.5246021289888778,-1.1505541015749308,0.0,-0.9320143892374165,-0.5502366551795089,-0.6201892226844656,-0.32789331844000197,-0.6791456840737199,-0.8755809692540959,0.25220049272708844,1.1563022799500973,1.7577486191538032,-0.7401466409362993,0.10915394695248444,-0.6791456840737199,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
17,-1.0261667362455191,-0.42623001504290287,-1.7436866231534796,-0.7641208792270812,-0.8916882501868245,0.0,-0.9614863916702531,-0.4865615135960795,-0.67846359583741,-0.8772324258614291,0.0,2.5899937140505074,-1.0647982094055883,0.15570708143992978,-0.6544537372115486,-0.3687152874355457,-1.1559347102263289,1.1698607014122862,0.24620178832419518,1.7577486191538032,-0.7977089436279342,0.9766485492708736,-0.3687152874355457,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
18,0.37967212888114743,-0.42623001504290287,0.008342998196906572,-1.0109093429124179,0.08504925188071055,0.0,-0.05778754527941421,-0.5048346776451498,-0.2774416875619807,-0.6039107501479274,0.0,0.24198831185855807,0.4788864532726499,-0.6201892226844656,-0.32789331844000197,-0.6791456840737199,-0.5952272282818631,-1.5831199246433072,1.1563022799500973,0.3362060901847455,2.5745532635172976,-1.047505522805368,-0.6791456840737199,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
19,-1.0261667362455191,-0.42623001504290287,-0.2106607044718917,-0.270543951856408,1.0617867539482457,0.0,-0.9614863916702531,-0.863711120422821,1.7276678538151657,0.21605427699257776,0.0,-0.9320143892374165,-0.16431548950994934,1.7074996896887207,-0.0013328996684553085,1.1834366957553253,-0.5952272282818631,-0.6654597159581094,-0.663898703301707,-1.0853364387843123,-0.5569239891482364,0.06577921683656479,1.1834366957553253,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
20,0.37967212888114743,-0.42623001504290287,0.11784484953130571,-0.14714972001373974,0.08504925188071055,0.0,-0.9614863916702531,0.07799426405949923,-0.67846359583741,-1.1505541015749308,0.0,0.24198831185855807,-0.42159626662298905,1.7074996896887207,0.16194730971731802,1.4938670923934996,0.8065414765793012,-1.5831199246433072,-1.573999194927609,0.3362060901847455,1.1328821918856384,0.9766485492708736,1.4938670923934996,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21,0.37967212888114743,-0.42623001504290287,-1.1961773664814839,-1.0109093429124179,1.0617867539482457,0.0,-0.05778754527941421,0.8380304013097835,-0.67846359583741,0.7626976284195812,0.0,-0.9320143892374165,-0.6788770437360288,0.15570708143992978,-0.16461310905422863,-0.3687152874355457,-0.0345197463373974,0.25220049272708844,-0.663898703301707,-2.5068789677533703,-0.09656293743746373,0.9766485492708736,-0.3687152874355457,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
22,-1.0261667362455191,2.346151056253851,1.4318670655440953,-0.14714972001373974,1.0617867539482457,0.0,-0.9614863916702531,0.6722970529577506,0.12358022071344858,2.1293060069870897,0.0,-0.9320143892374165,2.151211504507408,-0.6201892226844656,0.48850772848886465,-0.3687152874355457,0.5261877356070683,-1.5831199246433072,-0.663898703301707,-1.0853364387843123,-1.2574396591287675,-0.9752143059455022,-0.3687152874355457,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
23,0.37967212888114743,-0.42623001504290287,1.7603726195472926,0.2230329755142651,1.0617867539482457,0.0,-0.05778754527941421,-0.9253299294255,0.12358022071344858,-1.1505541015749308,0.0,-0.9320143892374165,1.250728784611769,-0.6201892226844656,-0.32789331844000197,-0.3687152874355457,-0.3148734873096303,0.25220049272708844,0.24620178832419518,-1.0853364387843123,0.4903652780827945,-1.3366703902448311,-0.3687152874355457,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
24,-2.4320056013721856,-0.42623001504290287,0.5558522548689022,-0.6407266473844129,1.0617867539482457,0.0,-0.9614863916702531,0.5148503720233193,-0.67846359583741,-0.3305890744344257,0.0,-0.9320143892374165,-0.16431548950994934,0.9316033855643252,2.1213098223465976,2.7355886789461965,0.5261877356070683,-0.6654597159581094,0.24620178832419518,0.3362060901847455,-0.6651175045099406,4.012879657385237,2.7355886789461965,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
25,0.37967212888114743,-0.42623001504290287,-0.8676718124782865,0.8400041347276065,1.0617867539482457,0.0,-0.9614863916702531,0.002139385390684174,-0.67846359583741,-1.1505541015749308,0.0,0.24198831185855807,-0.16431548950994934,-0.6201892226844656,0.48850772848886465,-0.6791456840737199,1.3672489585237668,-0.6654597159581094,1.1563022799500973,-1.0853364387843123,-0.4538670618255932,0.9766485492708736,-0.6791456840737199,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
26,0.37967212888114743,-0.42623001504290287,1.979376322216091,-1.0109093429124179,1.0617867539482457,0.0,-0.9614863916702531,0.06290827978642957,0.12358022071344858,-1.1505541015749308,0.0,-0.9320143892374165,0.09296528760309035,-0.6201892226844656,0.48850772848886465,-0.6791456840737199,1.086895217551534,-0.6654597159581094,1.1563022799500973,0.3362060901847455,1.2589520421612155,0.47061003125181333,-0.6791456840737199,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
27,0.37967212888114743,2.346151056253851,-1.1961773664814839,-0.02375548817107146,0.08504925188071055,0.0,-0.9614863916702531,2.0797556420396304,-0.67846359583741,1.855984331273588,0.0,-0.9320143892374165,-0.8075174322925486,0.15570708143992978,-0.32789331844000197,0.2521455058408027,-0.3148734873096303,-1.5831199246433072,-1.573999194927609,0.3362060901847455,2.453156595487822,0.9766485492708736,0.2521455058408027,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
28,0.37967212888114743,-0.42623001504290287,0.008342998196906572,-0.5173324155417446,-1.8684257522543597,0.0,-0.9614863916702531,-0.8069793204100099,-0.67846359583741,-1.1505541015749308,0.0,-0.9320143892374165,0.7361672303856895,-0.6201892226844656,1.6314691941892778,0.8730062991171511,0.8065414765793012,1.1698607014122862,1.1563022799500973,0.3362060901847455,-0.07953429604730389,0.9766485492708736,0.8730062991171511,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
29,-1.0261667362455191,-0.42623001504290287,0.7748559575377005,-1.0109093429124179,-0.8916882501868245,0.0,-0.05778754527941421,0.8138078350121787,0.12358022071344858,-0.3305890744344257,0.0,0.24198831185855807,0.9934480074987293,-0.6201892226844656,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,1.1698607014122862,0.24620178832419518,-2.5068789677533703,2.50313486678732,-1.8997809215743116,-0.6791456840737199,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
30,-1.0261667362455191,-0.42623001504290287,0.11784484953130571,-0.8875151110697495,0.08504925188071055,0.0,-0.9614863916702531,-0.4366290304387363,2.5297116703660243,-0.8772324258614291,0.0,-0.9320143892374165,-0.16431548950994934,0.15570708143992978,-0.8177339465973219,-0.3687152874355457,-0.5952272282818631,1.1698607014122862,1.1563022799500973,0.3362060901847455,-0.6482018889229422,-1.4523363372206162,-0.3687152874355457,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,-1.0261667362455191,-0.42623001504290287,-1.1961773664814839,-0.6407266473844129,0.08504925188071055,0.0,0.8459113011114247,0.07459460563176523,-0.2774416875619807,-1.1505541015749308,0.0,-0.9320143892374165,-0.8075174322925486,1.7074996896887207,-0.6544537372115486,-0.6791456840737199,-0.5952272282818631,-1.5831199246433072,-0.663898703301707,0.3362060901847455,1.7888291793918312,-0.23784389397487138,-0.6791456840737199,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
32,-1.0261667362455191,-0.42623001504290287,-0.9771736638126857,-0.270543951856408,0.08504925188071055,0.0,-0.9614863916702531,0.6659226934057493,-0.67846359583741,-0.6039107501479274,0.0,-0.9320143892374165,-0.8075174322925486,2.483395993813116,-0.32789331844000197,-0.6791456840737199,-0.5952272282818631,1.1698607014122862,1.1563022799500973,0.3362060901847455,-0.739820604965642,0.9766485492708736,-0.6791456840737199,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
33,0.37967212888114743,-0.42623001504290287,1.3223652142096962,-1.0109093429124179,-1.8684257522543597,0.0,-0.05778754527941421,-0.6187232349742391,2.5297116703660243,-0.6039107501479274,0.0,-0.9320143892374165,1.3793691731682889,-0.6201892226844656,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.25220049272708844,-1.573999194927609,0.3362060901847455,2.051186412548783,-1.6455510441006211,-0.3687152874355457,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
34,0.37967212888114743,-0.42623001504290287,-0.10115885313749257,-0.5173324155417446,0.08504925188071055,0.0,0.8459113011114247,-0.2332869607298959,0.5246021289888778,-0.3305890744344257,0.0,-0.9320143892374165,-0.16431548950994934,-0.6201892226844656,0.16194730971731802,1.4938670923934996,0.8065414765793012,0.25220049272708844,-0.663898703301707,0.3362060901847455,-1.1394294180478606,0.3694023276480013,1.4938670923934996,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
35,0.37967212888114743,-0.42623001504290287,-0.6486681098094882,-0.02375548817107146,1.0617867539482457,0.0,-0.9614863916702531,-0.38648406862965967,-0.67846359583741,0.21605427699257776,0.0,0.24198831185855807,-1.193438597962108,0.9316033855643252,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,1.1698607014122862,-0.663898703301707,-1.0853364387843123,-0.8230675867110968,0.9766485492708736,-0.058284890797371494,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
36,0.37967212888114743,-0.42623001504290287,-1.1961773664814839,-0.14714972001373974,0.08504925188071055,0.0,-0.05778754527941421,1.972666401566009,-0.67846359583741,-0.8772324258614291,0.0,1.4159910129545328,-0.42159626662298905,1.7074996896887207,0.16194730971731802,1.4938670923934996,-0.0345197463373974,1.1698607014122862,1.1563022799500973,0.3362060901847455,1.844410922240374,0.9766485492708736,1.4938670923934996,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
37,0.37967212888114743,-0.42623001504290287,0.008342998196906572,-0.02375548817107146,-1.8684257522543597,0.0,-0.9614863916702531,-1.06004139462446,-0.67846359583741,-0.3305890744344257,0.0,-0.9320143892374165,-0.9361578208490684,0.15570708143992978,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,-0.6654597159581094,1.1563022799500973,-1.0853364387843123,1.7366164749067554,0.9766485492708736,-0.3687152874355457,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
38,0.37967212888114743,-0.42623001504290287,0.5558522548689022,-0.8875151110697495,-0.8916882501868245,0.0,0.8459113011114247,-0.7536471788249326,0.9256240372643071,-0.6039107501479274,0.0,-0.9320143892374165,1.5080095617248086,-0.6201892226844656,2.1213098223465976,0.5625759024789769,1.086895217551534,0.25220049272708844,-0.663898703301707,1.7577486191538032,-1.2620006850009613,0.5806184047342176,0.5625759024789769,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
39,-1.0261667362455191,-0.42623001504290287,-2.072192177156677,-1.0109093429124179,1.0617867539482457,0.0,-0.9614863916702531,-0.8855964215513588,-0.67846359583741,-0.3305890744344257,0.0,1.4159910129545328,-1.4507193750751477,0.15570708143992978,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,0.25220049272708844,0.24620178832419518,0.3362060901847455,-0.6870436408940142,-2.0595825588434886,-0.6791456840737199,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
40,-1.0261667362455191,-0.42623001504290287,-0.2106607044718917,1.3335810620982798,-0.8916882501868245,0.0,-0.9614863916702531,-0.2866191023149732,-1.0794855041128393,1.036019304133083,0.0,-0.9320143892374165,0.09296528760309035,-0.6201892226844656,0.651787937874638,1.1834366957553253,1.3672489585237668,0.25220049272708844,-0.663898703301707,-1.0853364387843123,0.005996676351268941,0.7236292902613434,1.1834366957553253,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
41,-1.0261667362455191,-0.42623001504290287,-0.10115885313749257,-0.14714972001373974,0.08504925188071055,0.0,0.8459113011114247,0.09754230001896978,0.5246021289888778,-0.8772324258614291,0.0,1.4159910129545328,-0.9361578208490684,-0.6201892226844656,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.25220049272708844,0.24620178832419518,0.3362060901847455,-0.3572726021560222,-1.3005247818148982,-0.6791456840737199,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
42,-1.0261667362455191,-0.42623001504290287,1.5413689168784945,-0.8875151110697495,0.08504925188071055,0.0,-0.05778754527941421,-0.17591772476188453,0.9256240372643071,-0.6039107501479274,0.0,-0.9320143892374165,0.2216056761596102,-0.6201892226844656,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,1.1698607014122862,-0.663898703301707,0.3362060901847455,-0.09242010703696757,-1.125357602500608,-0.3687152874355457,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
43,0.37967212888114743,-0.42623001504290287,0.4463504035345031,2.4441291486822943,-1.8684257522543597,0.0,-0.9614863916702531,-0.8762473608750903,-0.67846359583741,-0.8772324258614291,0.0,-0.9320143892374165,1.3793691731682889,2.483395993813116,2.4478702411181446,-0.6791456840737199,-0.0345197463373974,1.1698607014122862,-0.663898703301707,0.3362060901847455,-0.5580342503069838,0.9766485492708736,-0.6791456840737199,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
44,0.37967212888114743,-0.42623001504290287,-2.072192177156677,-0.270543951856408,0.08504925188071055,0.0,-0.9614863916702531,-0.5717654529411631,-0.67846359583741,-0.057267398720923963,0.0,-0.9320143892374165,-1.4507193750751477,0.15570708143992978,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,1.1698607014122862,0.24620178832419518,0.3362060901847455,-0.5015335207358121,-2.0595825588434886,-0.6791456840737199,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
45,-1.0261667362455191,2.346151056253851,-0.9771736638126857,-0.02375548817107146,0.08504925188071055,0.0,-0.9614863916702531,-0.39413330009206116,-1.0794855041128393,2.1293060069870897,0.0,1.4159910129545328,-0.29295587806646917,-0.6201892226844656,0.16194730971731802,-0.6791456840737199,0.8065414765793012,-0.6654597159581094,-1.573999194927609,0.3362060901847455,-0.36305691499012543,0.6392895372581665,-0.6791456840737199,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
46,0.37967212888114743,-0.42623001504290287,-0.6486681098094882,-0.14714972001373974,-1.8684257522543597,0.0,-0.9614863916702531,-0.7578967518596,0.5246021289888778,-0.8772324258614291,0.0,0.24198831185855807,-0.16431548950994934,-0.6201892226844656,0.16194730971731802,1.4938670923934996,0.8065414765793012,-0.6654597159581094,1.1563022799500973,-1.0853364387843123,-0.3929418067752771,0.3694023276480013,1.4938670923934996,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
47,0.37967212888114743,2.346151056253851,0.22734670086570485,-0.5173324155417446,1.0617867539482457,0.0,-0.05778754527941421,-0.9344665114500351,-1.0794855041128393,1.3093409798465847,0.0,-0.9320143892374165,0.9934480074987293,0.15570708143992978,1.794749403575051,0.2521455058408027,0.8065414765793012,0.25220049272708844,1.1563022799500973,-1.0853364387843123,-0.043099124254315224,0.8168469120016966,0.2521455058408027,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,0.37967212888114743,2.346151056253851,-0.10115885313749257,-0.5173324155417446,1.0617867539482457,0.0,-0.9614863916702531,0.44090780122010464,1.7276678538151657,1.5826626555600865,0.0,-0.9320143892374165,-0.035675100953429496,0.9316033855643252,0.32522751910309133,-0.6791456840737199,1.086895217551534,-0.6654597159581094,-0.663898703301707,0.3362060901847455,0.0906130091734872,0.424606529613717,-0.6791456840737199,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
49,0.37967212888114743,2.346151056253851,-0.5391662584750891,-0.8875151110697495,0.08504925188071055,0.0,-0.05778754527941421,-0.8067668417582764,-0.67846359583741,1.5826626555600865,0.0,0.24198831185855807,0.2216056761596102,0.9316033855643252,0.9783483566461847,0.5625759024789769,1.086895217551534,1.1698607014122862,0.24620178832419518,-1.0853364387843123,-0.5538505567314991,0.9766485492708736,0.5625759024789769,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
50,-1.0261667362455191,-0.42623001504290287,0.11784484953130571,-0.5173324155417446,-0.8916882501868245,0.0,0.8459113011114247,-0.025270360682921267,0.12358022071344858,1.036019304133083,0.0,1.4159910129545328,0.9934480074987293,0.9316033855643252,0.48850772848886465,-0.6791456840737199,-0.8755809692540959,-1.5831199246433072,-0.663898703301707,0.3362060901847455,-0.5922958489622511,-0.4615661861517192,-0.6791456840737199,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51,-1.0261667362455191,-0.42623001504290287,2.3078818762192883,-0.8875151110697495,0.08504925188071055,0.0,-0.05778754527941421,-0.5386187832707565,-0.2774416875619807,-0.6039107501479274,0.0,1.4159910129545328,0.09296528760309035,0.15570708143992978,-0.32789331844000197,-0.3687152874355457,-0.5952272282818631,1.1698607014122862,0.24620178832419518,0.3362060901847455,2.4377329205025546,-0.7944862637958378,-0.3687152874355457,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
52,-1.0261667362455191,-0.42623001504290287,-0.6486681098094882,1.3335810620982798,-1.8684257522543597,0.0,0.8459113011114247,0.7232919293737607,-1.0794855041128393,-0.6039107501479274,0.0,0.24198831185855807,-0.6788770437360288,0.15570708143992978,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0.25220049272708844,1.1563022799500973,0.3362060901847455,1.047803322699712,0.47061003125181333,-0.6791456840737199,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
